الكلمة,التشكيل,له_صورة,له_صوت,اسم,فعل,حرف,التحليل,اين-وردت,جملة   ,نوع-الجملة,الوزن-الصرفي,مصروف-ممنوع,المستوى-العمري,الدولة,المصدر,اضافة-ال,نوع-الفعل-ماض-مضارع-امر,صحيح-معتل-الاول-الوسط-الاخر,ID
هذا/إِجّاص/لَذيذ,هذا/إِجّاصٌ/لَذيذٌ,,,0,0,0,0,4H10,,,,,,,,,,,
اشْتَريتُ/قَميصا/جَديدا,اشْتَريتُ/قَميصًا/جَديدًا,,,0,0,0,0,4H10,,,,,,,,,,,
مَرَّ/باص/سَريع/في/طَريقي,مَرَّ/باصٌ/سَريعٌ/في/طَريقي,,,0,0,0,0,4H10,,,,,,,,,,,
جَلَسَ/الأَسَدُ/في/قَفَص/كَبير,جَلَسَ/الأَسَدُ/في/قَفَصٍ/كَبيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
ساعَدَني/مُمَرِض/بارِع,ساعَدَني/مُمَرِضٌ/بارِعٌ,,,0,0,0,0,4H10,,,,,,,,,,,
زَرَعَ/الْفَلاحُ/أَرْضا/واسِعَة,زَرَعَ/الْفَلاحُ/أَرْضًا/واسِعَةً,,,0,0,0,0,4H10,,,,,,,,,,,
سِرْتُ/إلى/أَرْض/بَعيدَة,سِرْتُ/إلى/أَرْضٍ/بَعيدَةٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/عَرْض/رائِع,هذا/عَرْضٌ/رائِعٌ,,,0,0,0,0,4H10,,,,,,,,,,,
أَكَلْتُ/بَيضا/شَهيا,أَكَلْتُ/بَيضًا/شَهيًا,,,0,0,0,0,4H10,,,,,,,,,,,
شُفيتُ/مِنْ/مَرَض/مُؤْلِم,شُفيتُ/مِنْ/مَرَضٍ/مُؤْلِمٍ,,,0,0,0,0,4H10,,,,,,,,,,,
جَمَعتُ/مَلاقِطا/مُلَوَّنَة,جَمَعتُ/مَلاقِطًا/مُلَوَّنَةً,,,0,0,0,0,4H10,,,,,,,,,,,
اشْتَرَيْتُ/مِشْطا/جَديدا,اشْتَرَيْتُ/مِشْطًا/جَديدًا,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/أَخْطَبوط/كَبير,هذا/أَخْطَبوطٌ/كَبيرٌ,,,0,0,0,0,4H10,,,,,,,,,,,
رَسَمتُ/على/حائِط/أَبيَض,رَسَمتُ/على/حائِطٍ/أَبيَضٍ,,,0,0,0,0,4H10,,,,,,,,,,,
شاهَدْتُ/هُبوطا/رائِعا,شاهَدْتُ/هُبوطًا/رائِعًا,,,0,0,0,0,4H10,,,,,,,,,,,
أَخي/خَطّاط/ماهِر,أَخي/خَطّاطٌ/ماهِرٌ,,,0,0,0,0,4H10,,,,,,,,,,,
شَعَرتُ/بِغَيظ/كَبير,شَعَرتُ/بِغَيظٍ/كَبيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/لَفْظ/جَديد,هذا/لَفْظٌ/جَديدٌ,,,0,0,0,0,4H10,,,,,,,,,,,
حَفِظْتُ/الْقَصيدَةَ/حِفْظا/سَريعا,حَفِظْتُ/الْقَصيدَةَ/حِفْظًا/سَريعًا,,,0,0,0,0,4H10,,,,,,,,,,,
إنَّهُ/حَظّ/مُوَفَق,إنَّهُ/حَظٌّ/مُوَفَقٌ,,,0,0,0,0,4H10,,,,,,,,,,,
كُنْ/يَقٍظا/دائٍما,كُنْ/يَقٍظًا/دائٍمًا,,,0,0,0,0,4H10,,,,,,,,,,,
دَخَلتُ/في/اكتظاظ/شَديد,دَخَلتُ/في/اكتظاظٍ/شَديدٍ,,,0,0,0,0,4H10,,,,,,,,,,,
فُزْتُ/بِدِرْع/جَديد,فُزْتُ/بِدِرْعٍ/جَديدٍ,,,0,0,0,0,4H10,,,,,,,,,,,
قَطَعْتُ/شارِعا/طَويلا,قَطَعْتُ/شارِعًا/طَويلًا,,,0,0,0,0,4H10,,,,,,,,,,,
لِلْبُرْتُقالِ/أَنْواع/كَثيرَة,لِلْبُرْتُقالِ/أَنْواعٌ/كَثيرَةٌ,,,0,0,0,0,4H10,,,,,,,,,,,
إِنَّهُ/مُزارِع/نَشيط,إِنَّهُ/مُزارِعٌ/نَشيطٌ,,,0,0,0,0,4H10,,,,,,,,,,,
ذَهَبْتُ/إِلى/مَصْنَع/كَبير,ذَهَبْتُ/إِلى/مَصْنَعٍ/كَبيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
ارْتَدَيْتُ/قِناعا/مُضْحِكَا,ارْتَدَيْتُ/قِناعًا/مُضْحِكَـًا,,,0,0,0,0,4H10,,,,,,,,,,,
أُصِبْتُ/بِلَدغ/مُؤلِم,أُصِبْتُ/بِلَدغٍ/مُؤلِمٍ,,,0,0,0,0,4H10,,,,,,,,,,,
اشتَرَيتُ/أَصْباغا/مُنَوَّعَة,اشتَرَيتُ/أَصْباغًا/مُنَوَّعَةً,,,0,0,0,0,4H10,,,,,,,,,,,
شَعَرتُ/بِفَراغ/كَبير,شَعَرتُ/بِفَراغٍ/كَبيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
استَخْدَمْتُ/صَمْغا/قَويّا,استَخْدَمْتُ/صَمْغًا/قَويًّا,,,0,0,0,0,4H10,,,,,,,,,,,
إنَّهُ/بَلاغ/مُهِم,إنَّهُ/بَلاغٌ/مُهِمٌ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/صائِغ/محتَرِف,هذا/صائِغٌ/محتَرِفٌ,,,0,0,0,0,4H10,,,,,,,,,,,
وَقَفْتُ/في/صَفّ/طَويل,وَقَفْتُ/في/صَفٍّ/طَويلٍ,,,0,0,0,0,4H10,,,,,,,,,,,
إِنَّهُ/صَيْف/حار,إِنَّهُ/صَيْفٌ/حارٌ,,,0,0,0,0,4H10,,,,,,,,,,,
أَكَلْتُ/رَغيفا/ساخِنا,أَكَلْتُ/رَغيفًا/ساخِنًا,,,0,0,0,0,4H10,,,,,,,,,,,
جَمَعْتُ/صَدَفا/جَميلا,جَمَعْتُ/صَدَفًا/جَميلًا,,,0,0,0,0,4H10,,,,,,,,,,,
شَعَرْتُ/بِلُطْف/شَديد,شَعَرْتُ/بِلُطْفٍ/شَديدٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/شَرَف/كَبير,هذا/شَرَفٌ/كَبيرٌ,,,0,0,0,0,4H10,,,,,,,,,,,
سَلَّمْتُ/على/صَديق/قَديم,سَلَّمْتُ/على/صَديقٍ/قَديمٍ,,,0,0,0,0,4H10,,,,,,,,,,,
عَبَّدَتِ/الْجَرّافَةُ/طَريقـا/جَديدا,عَبَّدَتِ/الْجَرّافَةُ/طَريقـًا/جَديدًا,,,0,0,0,0,4H10,,,,,,,,,,,
اشتَعَلَ/حَريق/كبير,اشتَعَلَ/حَريقٌ/كَبيرٌ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/إِبْريق/جَميل,هذا/إِبْريقٌ/جَميلٌ,,,0,0,0,0,4H10,,,,,,,,,,,
سَمِعْتُ/طَرْقا/خَفيفا,سَمِعْتُ/طَرْقـًا/خَفيفًا,,,0,0,0,0,4H10,,,,,,,,,,,
عَمِلْتُ/مَع/فَريق/مُتَعاوِن,عَمِلْتُ/مَع/فَريقٍ/مُتَعاوِنٍ,,,0,0,0,0,4H10,,,,,,,,,,,
ديك/نَشيط/فَوقَ/مَنْزِلي,ديكٌ/نَشيطٌ/فَوقَ/مَنْزِلي,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/سِلْك/شائِك,هذا/سِلْكٌ/شائِكٌ,,,0,0,0,0,4H10,,,,,,,,,,,
أَكَلْتُ/سَمَكا/شَهيّا,أَكَلْتُ/سَمَكًا/شَهيًّا,,,0,0,0,0,4H10,,,,,,,,,,,
اشتَريتُ/مُحَرِّكا/جَديدا,اشتَريتُ/مُحَرِّكًا/جَديدًا,,,0,0,0,0,4H10,,,,,,,,,,,
قَرَأتُ/عَنْ/مَلِك/عادِل,قَرَأتُ/عَنْ/مَلِكٍ/عادِلٍ,,,0,0,0,0,4H10,,,,,,,,,,,
نَظَرْتُ/مِنْ/شُبّاك/كَبير,نَظَرْتُ/مِنْ/شُبّاكٍ/كَبيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/مال/كَثير,هذا/مالٌ/كَثيرٌ,,,0,0,0,0,4H10,,,,,,,,,,,
أَمْسَكْتُ/بِحَبْل/طَويل,أَمْسَكْتُ/بِحَبْلٍ/طَويلٍ,,,0,0,0,0,4H10,,,,,,,,,,,
إِنَّهُ/رَمْل/ناعِم,إِنَّهُ/رَمْلٌ/ناعِمٌ,,,0,0,0,0,4H10,,,,,,,,,,,
شاهَدْتُ/حَمَلا/لَطيفا,شاهَدْتُ/حَمَلًا/لَطيفًا,,,0,0,0,0,4H10,,,,,,,,,,,
رَكِبْتُ/عَلى/جَمَل/كَبير,رَكِبْتُ/عَلى/جَمَلٍ/كَبيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
تَسَلَّقْتُ/جَبَلا/عالِيا,تَسَلَّقْتُ/جَبَلًا/عالِيًا,,,0,0,0,0,4H10,,,,,,,,,,,
رَأَيْتُ/قَزَما/صَغيرا,رَأَيْتُ/قَزَمًا/صَغيرًا,,,0,0,0,0,4H10,,,,,,,,,,,
كَتَبْتُ/بِقَلَم/جَديد,كَتَبْتُ/بِقَلَمٍ/جَديدٍ,,,0,0,0,0,4H10,,,,,,,,,,,
إِنَّهُ/كَلام/جَميل,إِنَّهُ/كَلامٌ/جَميلٌ,,,0,0,0,0,4H10,,,,,,,,,,,
لَوَّحْتُ/بِعَلَم/مُلَوَّن,لَوَّحْتُ/بِعَلَمٍ/مُلَوَّنٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/حُلُم/كَبير,هذا/حُلُمٌ/كَبيرٌ,,,0,0,0,0,4H10,,,,,,,,,,,
صَعَدُّتُ/سُلَّما/طَويلا,صَعَدُّتُ/سُلَّمًا/طَويلًا,,,0,0,0,0,4H10,,,,,,,,,,,
شاهَدْتُ/فَنّا/جَديدا,شاهَدْتُ/فَنًّا/جَديدًا,,,0,0,0,0,4H10,,,,,,,,,,,
إِنَّهُ/حِصان/أَصيل,إِنَّهُ/حِصانٌ/أَصيلٌ,,,0,0,0,0,4H10,,,,,,,,,,,
طَرَقْتُ/عَلى/مَعْدَن/صَلْب,طَرَقْتُ/عَلى/مَعْدَنٍ/صَلْبٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هذِه/أَسْنان/جَميلَة,هذِه/أَسْنانٌ/جَميلَةٌ,,,0,0,0,0,4H10,,,,,,,,,,,
لَعِبْنا/بِطين/طَرِيّ,لَعِبْنا/بِطينٍ/طَرِيٍّ,,,0,0,0,0,4H10,,,,,,,,,,,
اشْتَرَيْتُ/صابونا/مُعَطَرَا,اشْتَرَيْتُ/صابونًا/مُعَطَرًا,,,0,0,0,0,4H10,,,,,,,,,,,
استَمَعتُ/للمُعَلِمِ/بانْتِباه/شَديد,استَمَعتُ/للمُعَلِمِ/بانْتِباهٍ/شَديدٍ,,,0,0,0,0,4H10,,,,,,,,,,,
شاهَدتُ/مِياها/صافِيَة,شاهَدتُ/مِياهًا/صافِيَةً,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/مُنَبِّه/جَديد,هذا/مُنَبِّهٌ/جَديدٌ,,,0,0,0,0,4H10,,,,,,,,,,,
رَأَيتُ/وُجوها/شابَّة,رَأَيتُ/وُجوهًا/شابَّةً,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/وَجْه/حَسَن,هذا/وَجْهٌ/حَسَنٌ,,,0,0,0,0,4H10,,,,,,,,,,,
سِرْتُ/في/اتِّجاه/مُسْتَقيم,سِرْتُ/في/اتِّجاهٍ/مُسْتَقيمٍ,,,0,0,0,0,4H10,,,,,,,,,,,
اعْفُ/عَفْوا/كَريما,اعْفُ/عَفْوًا/كَريمًا,,,0,0,0,0,4H10,,,,,,,,,,,
إِنَّهُ/دَلْو/كَبير,إِنَّهُ/دَلْوٌ/كَبيرٌ,,,0,0,0,0,4H10,,,,,,,,,,,
اسْتَمْتَعْتُ/بِجَو/جَميل,اسْتَمْتَعْتُ/بِجَوٍ/جَميلٍ,,,0,0,0,0,4H10,,,,,,,,,,,
انْتَصَرْتُ/على/عَدُو/شَديد,انْتَصَرْتُ/على/عَدُوٍ/شَديدٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/سَرْو/قَوِيّ,هذا/سَرْوٌ/قَوِيٌّ,,,0,0,0,0,4H10,,,,,,,,,,,
لَبِسْتُ/فَروا/دافِئا,لَبِسْتُ/فَروًا/دافِئًا,,,0,0,0,0,4H10,,,,,,,,,,,
هَذا/شُرْطِيّ/نَشيط,هَذا/شُرْطِيٌّ/نَشيطٌ,,,0,0,0,0,4H10,,,,,,,,,,,
شَرِبْتُ/شايا/أَخْضَرا,شَرِبْتُ/شايًا/أَخْضَرًا,,,0,0,0,0,4H10,,,,,,,,,,,
هَذا/طَعام/شَهِيّ,هَذا/طَعامٌ/شَهِيٌّ,,,0,0,0,0,4H10,,,,,,,,,,,
حَصَلْتُ/عَلى/وِسام/ذَهَبيّ,حَصَلْتُ/عَلى/وِسامٍ/ذَهَبيٍّ,,,0,0,0,0,4H10,,,,,,,,,,,
شَرِبْتُ/الْماءَ/في/كَأْس/فِضيّ,شَرِبْتُ/الْماءَ/في/كَأْسٍ/فِضيٍّ,,,0,0,0,0,4H10,,,,,,,,,,,
أَكَلْتُ/طَعاما/صِحْيّا,أَكَلْتُ/طَعامًا/صِحْيًّا,,,0,0,0,0,4H10,,,,,,,,,,,
الْأَرْنَبُ-لَطيفٌ,أَرْنَبٌ-لَطيفٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْأُسْرَةُ-رائِعَةٌ,أُسْرَةٌ-رائِعَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْإِجاصٌ-شَهِيٌّ,إِجاصٌ-شَهِيٌّ,,,0,0,0,0,4H7,,,,,,,,,,,
الْبائِعُ-أَمينٌ,بائِعٌ-أَمينٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْبَيْضُ-لَذيذٌ,بَيْضٌ-لَذيذٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْبومَةُ-نائِمَةٌ,بومَةٌ-نائِمَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْبُحَيْرَةٌ-كَبيرَةٌ,بُحَيْرَةٌ-كَبيرَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْبيطارُ-حَكيمٌ,بيطارٌ-حَكيمٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْبِنْطالُ-جَميلٌ,بِنْطالٌ-جَميلٌ,,,0,0,0,0,4H7,,,,,,,,,,,
التّاجَرُ-أَمينٌ,تاجِرٌ-أَمينٌ,,,0,0,0,0,4H7,,,,,,,,,,,
التَّفْكيرُ-جَيِّدٌ,تَفْكيرٌ-جَيَّدٌ,,,0,0,0,0,4H7,,,,,,,,,,,
التّوتُ-لَذيذٌ,توتٌ-لَذيذٌ,,,0,0,0,0,4H7,,,,,,,,,,,
التُّرْبَةُ-صالِحَةٌ,تُرْبَةٌ-صالِحِةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
التّينُ-مُفيدٌ,تينٌ-مُفيدٌ,,,0,0,0,0,4H7,,,,,,,,,,,
التِّجارَةُ-رابِحَةٌ,تِجارَةٌ-رابِحَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الثّائِرُ-مُنْدَفِعٌ,ثائِرٌ-مُنْدَفِعٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الثَّلّاجَةُ-مُعَطَّلَةٌ,ثَلّاجَةٌ-مُعَطَّلَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الثّومُ-طَيِّبٌ,ثومٌ-طَيِّبٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الثُّقْبُ-كَبيرٌ,ثُقْبٌ-كَبيرٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الثّيرانُ-قَوِيَّةٌ,ثيرانٌ-قَوِيَّةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الثِّمارُ-ناضِجَةٌ,ثِمارٌ-ناضِجَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْجارُ-لَطيفٌ,جارٌ-لَطيفٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الجَبَلُ-مُرْتَفِعٌ,جَبَلٌ-مُرْتَفِعٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْجوعُ-شَديدٌ,جوعٌ-شَديدٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْجُنْدِيُّ-قَوِيٌّ,جُنْدِيٌّ-قَوِيٌّ,,,0,0,0,0,4H7,,,,,,,,,,,
الْجيرانُ-أَوْفياءٌ,جيرانٌ-أَوْفياءٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْجِسْرُ-نَظيفٌ,جِسْرٌ-نَظيفٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْحوتُ-كَبيرٌ,حوتٌ-كَبيرٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْحُلْمُ-جَميلٌ,حُلْمٌ-جَميلٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْحاسوبُ-مُتَطَوِّرٌ,حاسوبٌ-مُتَطَوِّرٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْحَبْلُ-طَويلٌ,حَبْلٌ-طَويلٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْحيطانُ-عالِيَةٌ,حيطانٌ-عالِيَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْحِذاءُ-جَديدٌ,حِذاءٌ-جَديدٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْخاتَمُ-جَميلٌ,خاتَمٌ-جَميلٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْخَطَرُ-شَديدٌ,خَطَرٌ-شَديدٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْخوذَةُ-جَديدَةٌ,خوذَةٌ-جَديدَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْخُبْزُ-ساخِنٌ,خُبْزٌ-ساخِنٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْخيطانُ-مُلَوَّنَةٌ,خيطَانٌ-مُلَوَّنَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الخِزانَةُ-مُرَتَّبَةٌ,خِزانَةٌ-مُرَتَّبَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الدّارُ-بَعيدَةٌ,دارٌ-بَعيدَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الدَّفْتَرُ-صَغيرُ,دَفْتَرٌ-صَغيرٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الدّولابُ-خَشَبِيٌّ,دولابٌ-خَشَبِيٌّ,,,0,0,0,0,4H7,,,,,,,,,,,
الدُّمْيَةُ-جَميلَةٌ,دُمْيَةٌ-جَميلَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الدّيكُ-فَصيحٌ,ديكٌ-فَصيحٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الدِّهانُ-جافٌ,دِهانٌ-جافٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الذّاكِرَةُ-قَويَّةٌ,ذاكِرَةٌ-قَويَّةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الذَّهَبُ-لامِعٌ,ذَهَبٌ-لامِعٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الذُّبابُ-مُزْعِجٌ,ذُبابٌ-مُزْعِجٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الذُّرَةُ-شَهيَّةٌ,ذُرَةٌ-شَهيَّةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الذِّئابُ-سَريعَةٌ,ذِئابٌ-سَريعَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الذِّئبُ-مُفْتَرِسٌ,ذِئبٌ-مُفْتَرِسٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الرّاكونُ-أَليفٌ,راكونٌ-أَليفٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الرَّجُلُ-قَوّيٌّ,رَجُلٌ-قَوّيٌّ,,,0,0,0,0,4H7,,,,,,,,,,,
الرّوحُ-رِيّاضِيّةٌ,روحٌ-رِياضِيَّةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الرُّمّانُ-طازِجٌ,رُمّانٌ-طازِجٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الريحُ-شَديدَةٌ,ريحٌ-شَديدَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الرِّسالَةُ-طَويلَةٌ,رِسالَةٌ-طَويلَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الزّامورُ-مُرْتَفِعٌ,زامورٌ-مُرتَفِعٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الزَّهْرَةُ-جَميلَةٌ,زَهرةٌ-جَميلةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الزّورُ-كَبيرٌ,زورٌ-كَبيرٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الزُّجاجٌ-نَظيفٌ,زُجاجٌ-نَظيفٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الزّينَةُ-مُلَوَّنَةٌ,زينَةٌ-مُلَوَّنَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الزِّحامُ-شَديدٌ,زِحامٌ-شَديدٌ,,,0,0,0,0,4H7,,,,,,,,,,,
السَّاعَةُ-جَديدَةٌ,ساعَةٌ-جَديدَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
السَّماءُ-صافِيَّةٌ,سَماءٌ-صافِيَّةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
السّورُ-عاليٌّ,سورٌ-عاليٌّ,,,0,0,0,0,4H7,,,,,,,,,,,
السُّكَّرُ-ناعِمٌ,سُكَّرٌ-ناعِمٌ,,,0,0,0,0,4H7,,,,,,,,,,,
السّيقانُ-طَويلَةٌ,سيقانٌ-طَويلَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
السِّنْجابُ-لَطيفٌ,سِنْجابٌ-لَطيفٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الشّارِعُ-طَويلٌ,شارِعٌ-طَويلٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الشَّمْعَةُ-مُضيئَةٌ,شَمْعَةٌ-مُضيئَةُ,,,0,0,0,0,4H7,,,,,,,,,,,
الشّوفانُ-لَذيذٌ,شوفانٌ-لَذيذٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الشُّبّاكُ-مَفْتوحٌ,شُبّاكٌ-مَفْتوحٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الشّيحُ-مُرٌّ,شيحٌ-مُرٌّ,,,0,0,0,0,4H7,,,,,,,,,,,
الشِّتاءُ-بارِدٌ,شِتاءٌ-بارِدٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الصّيتُ-حَسَنٌ,صيتٌ-حَسَنٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الصِّلْصالُ-طَريٌّ,صِلْصالٌ-طَريٌّ,,,0,0,0,0,4H7,,,,,,,,,,,
الصّورَةُ-واضِحَةٌ,صورَةٌ-واضِحَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الصُّفوفُ-واسِعَةٌ,صُفوفٌ-واسِعَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الصّافِرَةُ-مُدَوِّيَةٌ,صافِرَةٌ-مُدَوِّيَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الصَّحْنُ-نَظيفٌ,صَحْنٌ-نَظيفٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الضّاحيَةُ-جَميلَةٌ,ضاحيَةٌ-جَميلَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الضَّبْعُ-قَويٌ,ضَبْعٌ-قَويٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الضّوءُ-ساطِعٌ,ضوءٌ-ساطِعٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الضُّيوفُ-لُطَفاءٌ,ضُيوفٌ-لُطَفاءٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الضّيقُ-شَديدٌ,ضيقٌ-شَديد,,,0,0,0,0,4H7,,,,,,,,,,,
الضِّرْسُ-مُؤْلِمٌ,ضِرْسٌ-مُؤْلِمٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الطّائِرُ-مُغَرِّدٌ,طائِرٌ-مُغَرِّدٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الطَّبْلُ-صَغيرٌ,طَبْلٌ-صَغيرٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الطّولُ-جَميلٌ,طولٌ-جَميلٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الطُّيورُ-مُهاجِرَةُ,طُيورٌ-مُهاجِرَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الطّينُ-جافٌّ,طينٌ-جافٌّ,,,0,0,0,0,4H7,,,,,,,,,,,
الطِّفْلُ-ذَكيٌّ,طِفْلٌ-ذَكي,,,0,0,0,0,4H7,,,,,,,,,,,
الظّالِمُ-خاسِرٌ,ظالِمٌ-خاسِرٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الظَّبْيُ-جَميلٌ,ظَبْيٌ-جَميلٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الظِّباءُ-سَريعَةٌ,ظِباءٌ-سَريعَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الظِّلُ-كَبيرٌ,ظِلٌ-كَبيرٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الظُلْمَةُ-شَديدَةٌ,ظُلْمَةٌ-شَديدَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الظُروفُ-مُغْلَقَةٌ,ظُروفٌ-مُغْلَقَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْعامودُ-طَويلٌ,عامودٌ-طَويلٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْعَسَلُ-لَذيذٌ,عَسَلٌ-لَذيذٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْعودُ-جَديدٌ,عودٌ-جَديدٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْعُلْبَةُ-كَبيرَةٌ,عُلْبَةٌ-كَبيرَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْعيدانُ-رَفيعَةٌ,عيدانٌ-رَفيعَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْعِنَبُ-طازَجٌ,عِنَبٌ-طازَجٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْغابَةُ-كَبيرَةٌ,غابَةٌ-كَبيرَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْغَسيلُ-نَظيفٌ,غَسيلٌ-نَظيفٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْغيلانٌ-مُخيفَةٌ,غيلانٌ-مُخيفَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْغِذاءُ-مُفيدٌ,غِذاءٌ-مُفيدٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْغولُ-مُخيفٌ,غولٌ-مُخيفٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْغُيومُ-بَعيدَةٌ,غُيومٌ-بَعيدَةٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْفارِسُ-شُجاعٌ,فارِسٌ-شُجاعٌ,,,0,0,0,0,4H7,,,,,,,,,,,
الْفَرَحُ-كَبيرٌ,فَرَحٌ-كَبيرٌ,,,0,0,0,0,4H7,,,,,,,,,,,
